Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20
Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333,1.25,0.6,0.667,1.5,3.667,1.636,0.722,0.538,2.286,0.625,0.8,1.0,1.125,0.778,2.571,1.444,0.423,1.455,3.375,0.074,1.75,3.571,1.2,0.8,1.792,1.023,0.545,1.167,0.964,1.63,0.773,0.324,8.545,1.106,0.567,1.424,0.762,0.609,1.462,1.0,1.088,3.887,0.515,0.702,1.391,0.694,2.321,0.949,0.924,0.696,2.311,0.484,1.383,1.217,0.915,1.215,1.052,0.668,1.246,2.009,0.612,1.463,0.857,1.036,1.141,1.199,1.328,0.979,0.556,2.503,0.453,1.408,0.838,1.407,0.938,0.796,1.304,0.452,1.074,2.271,0.917
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.5,1.2,0.167,1.0,12.0,2.083,1.04,0.154,8.25,0.303,3.0,0.333,1.5,3.067,0.457,3.095,0.692,1.156,0.75,1.897,0.622,0.978,0.667,0.667,4.5,0.444,1.35,0.796,1.047,1.4,0.444,1.643,0.587,2.111,0.825,1.149,0.315,1.412,1.375,0.788,1.731,0.178,8.125,0.462,1.633,0.408,4.6,0.87,0.3,2.417,0.31,3.833,0.29,2.05,0.976,1.075,0.465,1.35,0.889,0.708,1.353,1.609,0.486,1.722,0.742,0.609,1.214,1.0,0.706,1.833,0.864,0.526,0.5,2.0,1.9,1.421,0.852,0.391,1.778,0.875,0.786,1.455,2.688,0.279,0.0,0.0,0.0,0.245,1.958
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,1.2,1.167,2.0,7.071,0.0,0.0,3.455,3.184,0.421,4.882,0.691,1.326,2.303,0.72,0.854,0.95,1.404,1.002,1.127,0.723,0.918,3.523,0.983,1.08,0.838,1.289,0.59,1.339,1.817,1.14,0.9,0.804,0.704,1.345,0.845,1.48,1.669,0.688,1.547,0.914,0.671,1.047,1.118,1.146,1.598,0.936,1.318,0.715,1.151,1.332,1.114,1.163,0.668,0.977,0.965,1.438,1.006,1.632,0.821,1.214,0.824,0.724,1.039,1.25,1.383,1.093,1.315,0.772,0.573,1.888,1.156,1.192,0.94,1.124,0.794,0.958,0.739,1.397,1.262,1.282,1.019,1.236,0.493,0.707,2.495,0.99,1.08,0.997,0.878,0.699,0.828,2.05,1.026
Brunei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,3.333,0.4,0.5,6.0,0.583,0.429,1.667,1.0,0.6,4.333,0.385,1.0,0.2,5.0,1.2,0.167,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.556,0.1,15.0,1.667,0.08,16.5,1.091,0.667,0.583,1.214,1.412,0.917,1.318,1.31,0.395,0.867,3.077,0.575,1.522,0.8,0.643,1.556,0.643,1.556,0.571,1.562,0.68,1.529,0.538,0.714,2.8,1.214,1.559,0.868,0.696,0.5,2.188,1.314,1.065,1.49,1.877,0.095,4.077,1.189,0.571,1.333,1.229,0.831,0.796,0.615,1.417,1.529,1.423,0.689,0.843,1.14,0.898,0.568,1.32,1.394,0.674,1.226,0.974,0.973,0.667,1.0,1.375,1.182,1.051,0.878,0.528,0.316,1.667,1.7,1.0,0.471,1.75,1.0,0.429,3.167,1.158,1.136,1.68,2.0,0.19,5.188,0.952,1.316
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.6,0.538,3.429,0.458,2.182,0.625,2.133,0.188,4.667,0.964,0.556,1.6,0.625,1.4,0.286,2.333,1.143,1.688,0.704,1.053,1.5,0.967,0.0,0.0,0.317,0.0,0.0,0.452,0.286,2.75,0.727,1.375,0.455,3.8,0.474,0.778,1.857,0.0,0.0,1.0,1.0,1.0,1.333,1.0,0.75,3.333,1.0,1.6,2.562,0.171,1.143,0.5,0.75,3.0,0.667,1.167,0.0,0.0,0.286,7.0,0.0,0.0,0.0,0.231,0.667,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.088,0.333,3.0,0.0,0.0,1.0,1.0,0.0
Burma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.75,0.273,7.0,0.048,11.0,1.0,0.273,3.333,1.3,0.615,0.25,1.0,8.0,0.312,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.067,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.286,3.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.25,3.0,0.0,0.0,0.5,1.0,1.0,1.0
Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,45.0,0.0,0.0,0.0,1.5,2.0,0.167,5.0,1.8,0.667,0.333,8.0,0.188,1.667,0.0,0.0,0.143,30.0,0.433,0.769,1.1,0.455,5.4,0.444,0.5,1.667,1.4,0.5,3.143,1.182,0.423,0.182,0.0,0.0,0.0,2.0,0.5,0.857,1.5,1.0,1.111,0.0,0.0,0.0,0.0,1.067,0.875,1.643,0.348,1.375,2.273,1.36,0.176,2.0,1.083,1.385,1.667
Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.077,1.0,7.0,0.143,15.5,0.097,1.333,1.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.333,1.0,1.857,1.231,0.625,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.741,1.825,2.781,0.227,2.065,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561,0.917,1.17,0.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,43.571,0.361,0.0,0.0,1.387,0.981,0.0,0.0,0.0,0.0,0.0,2.721,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,0.0,0.0,2.956,0.343,1.493,0.492,1.658,1.464
Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,6.0,0.667,0.75,1.0,1.0,1.333,3.0,0.417,2.0,1.3,0.154,14.5,0.31,8.444,0.066,10.8,3.019,0.387,2.841,0.799,1.0,2.336,0.575,3.224,1.134,0.657,1.716,0.809,1.397,0.787,1.588,1.01,0.915,1.669,0.669,0.469,5.135,0.29,1.622,0.969,1.192,0.929,0.895,0.782,1.405,0.981,0.866,2.215,0.771,0.769,0.828,1.586,0.861,1.296,0.724,0.99,0.896,1.145,0.952,0.969,1.118,0.928,1.185,0.839,1.629,0.564,0.866,1.176,1.019,0.977,0.845,0.943,1.0,0.985,0.995,1.056,0.971,1.059,0.903,0.958,1.003,1.0,1.079,1.033,0.999,0.793,1.061,0.959,0.926,1.098,0.945,0.827,1.034,1.014,0.831,1.013,0.922,1.08,0.779,1.331,0.855,0.769,1.037
Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,1.333,0.346,2.389,1.698,0.712,0.923,0.396,1.632,1.71,2.245,0.739,0.557,1.184,0.0,0.0,1.106,1.417,0.73,0.538,3.375,0.0,0.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,8.857,0.0,0.0,0.0,0.429,1.8,1.074,1.586,0.63,0.552,1.625,0.769,1.15,1.0,1.609,0.73,0.444,1.083,1.154,0.733,3.0,0.0,0.0,0.632,1.083,1.308,0.471,1.0,0.0,0.0,2.0,2.5,0.4
Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9,0.722,6.231,0.568,0.804,0.0,0.0,0.526,0.922,1.2,1.544,1.25,0.745,1.854,0.984,0.769,1.348,0.932,1.014,1.273,0.893,1.273,0.731,1.11,0.875,1.429,0.991,1.242,0.805,0.671,1.091,1.256,0.908,1.5,0.833,1.074,0.749,1.17,0.776,1.428,1.112,0.957,1.117,0.857,1.019,1.145,0.942,2.188,0.866,1.449,0.861,0.798,1.401,0.752,1.485,0.907,0.896,1.321,0.727,1.385,1.604,1.0,0.941,0.754,1.248,0.968,1.545,1.147,0.982,1.079,0.827,1.049,1.32,0.81,1.092,1.075,0.794,1.142,1.145,1.133,0.645,1.401,0.944,0.902,1.247,1.221,0.733,0.833,1.456
China,2.916,1.755,1.377,1.199,3.282,0.22,3.554,0.809,1.258,2.269,0.651,1.293,0.935,0.843,1.119,0.768,1.115,0.837,0.805,0.184,40.579,0.427,0.318,1.022,0.915,0.925,0.23,1.123,1.033,3.068,0.014,10.429,2.342,0.803,1.053,0.756,1.305,1.346,0.354,0.613,1.0,1.208,1.013,0.523,0.662,0.698,0.73,1.259,0.324,1.182,2.462,0.812,1.154,0.833,1.76,1.227,1.741,0.585,2.364,0.485,1.476,0.753,1.729,0.95,0.887,1.206,0.618,1.066,1.012,0.866,1.113,0.405,1.844,1.068,0.841,1.717,0.813,0.784,1.259,1.644,0.658,1.177,0.538,0.94,7.596,0.076,0.667,0.667,3.0,0.417,1.067,0.938,0.667,0.3,2.0,3.667,0.182,3.0,0.25,0.0,0.0,0.4,1.0,1.0,2.5,0.2,14.0,1.429,0.05,7.0,0.857,0.833,1.8,0.667,1.667,0.9,0.0,0.0,0.0,0.0,0.167,3.667,0.636,0.143,3.0,0.0,0.0,0.294,3.6,0.444,0.875,-0.143,-11.0,0.545,1.5,0.556,0.8,0.75,3.667
Colombia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.25,1.333,1.667,0.55,2.545,0.321,2.889,2.615,0.515,1.314,2.196,0.911,0.228,2.286,1.438,1.362,1.021,1.125,1.472,0.604,1.104,1.311,0.568,1.19,2.138,1.363,0.617,1.479,0.944,0.284,1.134,1.671,0.992,1.016,1.609,0.0,0.0,0.524,0.93,1.203,0.99,1.561,0.816,0.908,0.92,1.615,0.733,1.163,1.663,0.559,1.373,0.796,2.098,0.541,1.436,1.197,0.746,1.279,0.968,1.198,0.998,1.033,0.891,1.193,0.878,1.135,0.888,1.175,0.855,1.246,1.306,0.954,0.808,1.268,1.077,0.034,34.189,1.05,0.365,4.464,0.558,1.11,1.141,2.151,0.0,0.0,1.941,0.0,0.0
Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo (Brazzaville),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Congo (Kinshasa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.4,1.25,1.4,0.857,1.5,0.333,1.0,0.0,0.0,0.0,0.0,1.062,0.647,2.273,0.0,0.0,0.0,0.0,2.714,0.0,0.0,0.0,0.229,1.375,0.091,6.0,2.167,1.0,1.538,1.0,1.0,0.25,3.6,0.5,2.0,0.944,1.294,1.182,0.654,0.706,1.667,4.05,0.395,2.188,0.0,0.0,2.875,4.0,0.717,1.121,0.0,0.0,0.611,2.364,0.859,1.09,0.767,2.804,0.0,0.0,1.096,1.121,1.02,1.058,0.727,1.45,1.345,0.679,1.349,0.797,1.518,0.769,0.782,1.202,1.048,1.29,0.882,0.805,0.95,1.211,0.652,1.7,0.856
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.111,3.0,0.333,8.0,0.75,1.5,2.111,1.053,1.4,0.607,1.412,0.792,1.263,1.25,1.067,1.0,0.594,0.842,1.062,1.647,0.75,0.952,0.95,1.0,0.684,1.231,1.188,1.947,0.514,1.0,0.947,0.944,0.353,1.333,2.0,0.438,0.857,0.833,0.4,3.5,1.714,0.417,0.2,6.0,0.333,1.0,4.0,1.0,0.75,1.0,1.333,0.75,0.5,4.333,0.462,0.667,2.0,0.875,1.714,0.75,0.333,3.667,1.364,0.867,0.769,1.0,0.3,5.333,0.938,0.4,1.333,0.875,1.714,1.75,0.238,5.6,0.571,1.375,1.136,0.36,3.111,0.75,2.476,0.712,0.919,1.029,1.571,0.436,1.375,2.606
Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.0,0.0,0.0,0.0,4.364,0.146,2.286,0.312,0.0,0.0,0.047,3.667,1.0,0.364,6.0,1.125,0.593,3.875,0.419,1.346,1.714,0.0,0.0,0.461,1.268,0.231,0.0,0.0,2.125,3.324,0.407,0.0,0.0,0.522,1.444,1.404,0.0,0.0,0.192,1.357,2.895,0.673,1.568,0.5,1.241,0.944,0.941,1.625,1.058,0.564,2.097,0.508,0.909,4.233,0.433,1.073,0.78,0.957,1.091,0.208,3.4,2.294,0.897,0.571,0.625,0.4,4.7,1.149,1.463,1.076,1.282,0.45,0.694,3.471,0.619,1.178,1.767,1.112,0.746,1.444,0.78,0.803,1.632
