Country,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20
New Zealand,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09,0.091,0.09414,0.09614,0.09729,0.10086,0.107,0.11343,0.12643,0.14329,0.16286,0.18529,0.20986,0.23771,0.26586,0.29829,0.33671,0.37371,0.41043,0.447,0.48014,0.511,0.53543,0.55886,0.58357,0.60571,0.62571,0.64386,0.66229,0.67943,0.69214,0.70386,0.71443,0.72129,0.726,0.732,0.73814,0.745,0.75257,0.762,0.77057,0.77771,0.78486,0.79086,0.79643,0.801,0.806,0.81029,0.81343,0.81614,0.819,0.82143,0.82343,0.825,0.82671,0.82843,0.82957,0.83043,0.83229,0.83486,0.83729,0.83971,0.84171,0.84357,0.84429,0.84429,0.84429,0.84429,0.84429,0.84429,0.84429,0.84429,-1.0,-1.0,-1.0
Nicaragua,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41243,0.43471,0.457,0.49357,0.53014,0.55757,0.55314,0.55071,0.54186,0.51871,0.49557,0.48157,0.46214,0.45029,0.44486,0.43471,0.42457,0.41029,0.40143,0.39257,0.38371,0.37957,0.37543,0.37543,0.35286,0.33029,0.30771,0.28514,0.26257,0.24,0.24,0.31186,0.38371,0.44557,0.50743,0.56929,0.63114,0.62114,0.57886,0.54657,0.51429,0.482,0.44971,0.41743,0.41743,0.39514,0.37286,0.35057,0.32829,0.306,0.28371,0.28371,0.32943,-1.0,-1.0,-1.0
Niger,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07929,0.08486,0.09171,0.10257,0.11057,0.11914,0.13214,0.13714,0.14271,0.146,0.15157,0.17129,0.20086,0.23614,0.27814,0.32414,0.375,0.41443,0.447,0.47629,0.50229,0.52886,0.54914,0.569,0.58357,0.59786,0.61114,0.62057,0.63,0.63757,0.64529,0.64957,0.65171,0.65429,0.65657,0.65871,0.65957,0.66329,0.66871,0.67286,0.67886,0.68457,0.69171,0.698,0.70129,0.70614,0.70914,0.71286,0.717,0.72086,0.728,0.73443,0.74114,0.74843,0.75443,0.75971,0.76229,0.76371,0.76514,0.76543,-1.0,-1.0,-1.0
Nigeria,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05929,0.047,0.03957,0.03929,0.03457,0.03129,0.03357,0.03643,0.03943,0.04886,0.061,0.07386,0.08543,0.098,0.11529,0.12243,0.13071,0.14114,0.15229,0.16886,0.182,0.19714,0.21671,0.23871,0.25343,0.25957,0.26043,0.263,0.25857,0.24171,0.22429,0.20771,0.19586,0.18229,0.16914,0.16057,0.15729,0.15371,0.15,0.14414,0.13914,0.13671,0.13457,0.13529,0.13643,0.14029,0.14357,0.14757,0.152,0.15629,0.16271,0.17057,0.17957,0.19171,0.20214,0.21157,0.21957,0.22629,0.23057,0.23257,0.23571,0.239,0.24114,0.24257,0.24457,0.24671,0.24686,0.247,0.24843,0.24971,0.25157,0.25257,0.255,0.25814,0.26057,0.26371,0.26614,0.26814,-1.0,-1.0,-1.0
North Macedonia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04086,0.03286,0.02443,0.01771,0.01329,0.01014,0.008,0.008,0.00829,0.00871,0.00943,0.01443,0.01871,0.02343,0.02771,0.03271,0.03686,0.03671,0.03914,0.03943,0.04129,0.04257,0.045,0.04686,0.04643,0.04671,0.05214,0.05857,0.06629,0.07629,0.08914,0.10286,0.11257,0.12414,0.139,0.15443,0.17071,0.18871,0.217,0.24743,0.27571,0.30471,0.34043,0.37843,0.40771,0.44057,0.47471,0.50743,0.53357,0.55443,0.57257,0.58129,0.58686,0.595,0.59971,0.60543,0.60886,0.61357,0.61743,0.61757,0.617,0.61829,0.621,0.622,0.62243,0.62314,0.62357,0.62143,0.61929,0.61857,0.61757,0.61543,0.614,0.61071,0.60457,0.59686,0.58671,0.57371,0.556,0.53686,0.51771,0.49729,0.47843,-1.0,-1.0,-1.0
Norway,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00129,0.001,0.00086,0.00086,0.00086,0.00086,0.00071,0.00057,0.00043,0.00057,0.00071,0.00086,0.00114,0.00143,0.00171,0.00186,0.002,0.00214,0.00271,0.00329,0.00386,0.00429,0.00457,0.00486,0.00471,0.00457,0.00443,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00429,0.00414,0.004,0.00386,0.00371,0.00357,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.13529,0.267,0.39857,0.53,0.66114,0.792,0.79086,0.78957,0.78829,0.78714,0.78614,0.78529,0.78429,0.79,0.79557,0.801,0.80629,0.81157,0.81686,-1.0,-1.0,-1.0
Oman,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12629,0.12029,0.11429,0.10829,0.16071,0.21429,0.26786,0.31771,0.36757,0.40814,0.39514,0.37729,0.34986,0.31786,0.28586,0.26043,0.24614,0.22943,0.21429,0.20314,0.19757,0.18971,0.16714,0.15,0.14429,0.145,0.138,0.14814,0.15886,0.17057,0.17671,0.17771,0.18043,0.16971,0.17157,0.17229,0.17157,0.17129,0.16986,0.16814,0.15457,0.14714,0.14214,0.13743,0.13929,0.14057,0.14257,0.13886,0.14086,0.14557,0.144,0.14371,0.14657,0.15,0.14729,0.15143,0.15557,0.17486,0.19114,0.21086,0.23286,0.24643,0.26486,0.26871,0.27429,0.27714,0.28229,0.28657,0.28514,0.281,0.27543,0.26929,0.25957,0.25129,0.24514,0.24157,0.24071,0.23814,0.23429,0.23014,0.226,0.22314,0.21943,0.21571,0.21414,0.21143,0.20943,0.20429,0.19857,0.194,0.19357,0.19343,0.19057,0.18843,0.188,0.19057,-1.0,-1.0,-1.0
Pakistan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08143,0.063,0.05629,0.04243,0.02914,0.02314,0.01757,0.01471,0.01343,0.01314,0.01486,0.01357,0.01229,0.01214,0.014,0.01571,0.01929,0.022,0.02586,0.03086,0.03486,0.03886,0.04214,0.04643,0.05529,0.06357,0.075,0.09057,0.10271,0.121,0.13429,0.15229,0.16657,0.17843,0.19257,0.19871,0.20229,0.202,0.20057,0.19714,0.19371,0.19243,0.19257,0.19057,0.19071,0.19171,0.19086,0.19457,0.19957,0.20414,0.20943,0.21629,0.22229,0.224,0.22429,0.229,0.23143,0.231,0.23157,0.22986,0.22843,0.22643,0.22757,0.22957,0.23171,0.23543,0.24,0.242,0.244,0.24686,0.252,0.25657,0.26029,0.26486,0.26914,0.27343,0.27771,0.28457,0.29229,0.29843,0.30286,0.307,0.30771,0.30586,0.30343,0.30029,0.29686,0.29171,0.28686,-1.0,-1.0,-1.0
Panama,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00286,0.00371,0.00429,0.00486,0.00543,0.006,0.00643,0.00629,0.00614,0.00614,0.006,0.00571,0.00557,0.00557,0.00586,0.00743,0.00943,0.01143,0.014,0.01714,0.02057,0.02329,0.02671,0.03071,0.03471,0.03914,0.04314,0.04614,0.05071,0.05471,0.05914,0.06314,0.06771,0.07229,0.07429,0.07614,0.07986,0.08314,0.086,0.08886,0.15357,0.22014,0.28229,0.36443,0.44514,0.52471,0.54086,0.55343,0.56614,0.55743,0.55029,0.54371,0.53814,0.53357,0.528,0.52086,0.51129,0.50214,0.50386,0.50343,0.50457,0.52571,0.54657,0.56529,0.57186,0.57814,0.58343,0.57,0.55929,0.54986,0.54157,0.536,-1.0,-1.0,-1.0
Papua New Guinea,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,-1.0,-1.0,-1.0
Paraguay,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01514,0.02186,0.03729,0.05143,0.06443,0.081,0.09529,0.10671,0.10886,0.11171,0.12,0.12286,0.12457,0.12429,0.12886,0.13114,0.13243,0.13943,0.15129,0.16729,0.18429,0.20771,0.233,0.25786,0.27957,0.30143,0.32086,0.33686,0.34757,0.34357,0.33629,0.32343,0.30714,0.29086,0.27629,0.27271,0.26529,0.252,0.24029,0.22914,0.21657,0.206,0.20229,0.20643,0.20971,0.21286,0.219,0.22343,0.23014,0.23757,0.24629,0.25971,0.27086,0.28814,0.30886,0.32843,0.34729,0.36143,0.37957,0.39186,0.39957,0.40657,0.411,0.414,0.41286,0.41343,0.41586,0.42086,0.42529,-1.0,-1.0,-1.0
Peru,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00343,0.00271,0.00243,0.00529,0.00843,0.01143,0.01371,0.02143,0.074,0.11314,0.16386,0.20857,0.28057,0.33457,0.33729,0.35757,0.34714,0.33814,0.30143,0.27571,0.25429,0.23,0.22586,0.22543,0.25743,0.29043,0.32257,0.34629,0.36757,0.38471,0.36686,0.34829,0.33143,0.31314,0.29414,0.28029,0.27014,0.26171,0.25243,0.24771,0.24743,0.24757,0.24914,0.24986,0.25543,0.261,0.26314,0.26543,0.26714,0.27071,0.27129,0.272,0.27271,0.27414,0.27443,0.27214,0.27143,0.27829,0.29129,0.30271,0.31457,0.32943,0.34314,0.34943,0.35014,0.35186,0.35429,0.35557,0.35729,0.357,0.35629,0.35543,0.35329,0.35229,0.35171,0.35486,0.36,0.36586,0.37329,-1.0,-1.0,-1.0
Philippines,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.28543,0.26643,0.24271,0.20943,0.169,0.13014,0.08843,0.06529,0.04586,0.03414,0.029,0.02229,0.02029,0.01843,0.01929,0.02171,0.02571,0.03014,0.03157,0.03314,0.03371,0.03443,0.034,0.03229,0.03129,0.03,0.02757,0.025,0.02214,0.01986,0.01814,0.01714,0.01657,0.01657,0.01743,0.01929,0.02143,0.02357,0.02671,0.03057,0.035,0.04,0.04629,0.05314,0.05929,0.06529,0.07086,0.07571,0.07943,0.08229,0.08529,0.08786,0.09057,0.09357,0.09643,0.09957,0.102,0.10414,0.10586,0.10757,0.10986,0.11271,0.11671,0.12129,0.127,0.133,0.13857,0.14357,0.14857,0.154,0.15843,0.16257,0.16686,0.17129,0.17543,0.17914,0.18271,0.18557,0.18829,0.19114,0.19343,0.19514,0.19671,0.19814,0.19871,0.19771,0.19629,0.194,0.19114,0.18843,0.18543,0.18314,0.18157,0.18043,0.17957,0.17843,0.17786,-1.0,-1.0,-1.0
Poland,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01657,0.00886,0.00157,0.00214,0.00271,0.00314,0.00343,0.00386,0.00414,0.00357,0.00529,0.00729,0.00914,0.01314,0.01743,0.02229,0.02529,0.02871,0.03357,0.03657,0.04029,0.04443,0.04886,0.055,0.06029,0.06671,0.073,0.07957,0.08557,0.09014,0.09643,0.10371,0.11271,0.12214,0.13314,0.14414,0.15486,0.16457,0.175,0.18543,0.19643,0.20871,0.22029,0.231,0.23929,0.24857,0.25671,0.26471,0.27314,0.28229,0.29071,0.29729,0.30443,0.31057,0.31586,0.32114,0.32771,0.33371,0.339,0.344,0.34914,0.35343,0.35729,0.36114,0.36386,0.36943,0.37514,0.38086,0.38557,0.39071,0.39714,0.4,0.403,0.40643,0.41014,0.41314,0.41486,0.41629,0.416,0.41486,-1.0,-1.0,-1.0
Portugal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00671,0.00571,0.00514,0.00429,0.00357,0.00386,0.00429,0.00529,0.00614,0.00686,0.00757,0.00729,0.00714,0.00614,0.00586,0.00571,0.00571,0.00571,0.00657,0.008,0.009,0.01014,0.01129,0.01271,0.01343,0.01357,0.01429,0.01514,0.01671,0.01814,0.02014,0.02214,0.02343,0.02657,0.03029,0.03414,0.03743,0.041,0.04486,0.04671,0.04743,0.04829,0.04929,0.05071,0.05214,0.05371,0.05514,0.05629,0.05886,0.06171,0.065,0.06843,0.072,0.07543,0.07957,0.08357,0.087,0.09057,0.09643,0.10614,0.12214,0.13729,0.15229,0.16657,0.18343,0.19671,0.24714,0.29857,0.35086,0.40371,0.45214,0.50057,0.50386,0.50643,0.50843,0.511,0.513,0.51486,0.516,0.51729,0.51829,0.51857,0.51857,-1.0,-1.0,-1.0
Qatar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00957,0.01614,0.02443,0.03257,0.04243,0.052,0.06014,0.06314,0.06443,0.06586,0.06529,0.06571,0.06671,0.06657,0.06814,0.069,0.06943,0.06843,0.06671,0.06743,0.06743,0.06857,0.07057,0.07343,0.07771,0.08171,0.08486,0.08643,0.08771,0.08914,0.088,0.08557,0.08343,0.08271,0.08229,0.08129,0.08186,0.08271,0.08286,0.08271,0.083,0.084,0.08443,0.08514,0.08686,0.08929,0.09114,0.093,0.09571,0.09771,0.09886,0.10029,0.10143,0.10214,0.10171,0.102,0.10286,0.10286,0.10486,0.10829,0.114,0.12243,0.13214,0.14257,0.15229,0.16171,0.17171,0.18214,0.19386,0.20914,0.23586,0.27271,0.31614,0.362,0.40871,0.45186,0.48471,0.50714,0.52157,0.532,0.54014,0.54843,-1.0,-1.0,-1.0
Romania,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16157,0.15671,0.15829,0.122,0.10386,0.08514,0.07614,0.06957,0.06257,0.06414,0.06529,0.07571,0.08871,0.09214,0.09586,0.09657,0.098,0.09043,0.083,0.08329,0.08329,0.08371,0.08529,0.08657,0.08557,0.08243,0.08214,0.08243,0.08271,0.08457,0.08957,0.09557,0.09986,0.10486,0.10971,0.11571,0.12214,0.12829,0.13686,0.147,0.15814,0.16857,0.17771,0.188,0.19629,0.20543,0.21343,0.22071,0.227,0.23343,0.241,0.24929,0.25957,0.271,0.28429,0.29814,0.31186,0.32357,0.335,0.346,0.35843,0.36829,0.37843,0.38943,0.4,0.41757,0.43371,0.45,0.46729,0.481,0.49429,0.49986,0.50443,0.50943,0.51514,0.522,0.52843,0.53529,0.54271,0.55186,0.559,0.56629,0.57371,0.58057,0.58614,0.59043,0.59371,0.59686,0.60014,0.60343,0.60729,0.60971,-1.0,-1.0,-1.0
Russia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.80957,0.762,0.71443,0.643,0.52214,0.40129,0.33114,0.261,0.18714,0.13714,0.13043,0.118,0.11229,0.10529,0.09657,0.08514,0.07757,0.07443,0.06014,0.04757,0.04114,0.03643,0.035,0.03486,0.03614,0.03671,0.036,0.03671,0.03557,0.03671,0.04,0.04329,0.04743,0.05143,0.05571,0.05743,0.05714,0.05729,0.05743,0.057,0.05857,0.06114,0.06314,0.065,0.06671,0.06886,0.06943,0.06957,0.06914,0.06814,0.067,0.06614,0.06571,0.06543,0.06643,0.068,0.06957,0.07157,0.07514,0.07914,0.08371,0.089,0.09471,0.09971,0.10329,0.10614,0.10871,0.11171,0.117,0.12257,0.13,0.13829,0.14743,0.15743,0.16614,0.17586,0.18429,0.19214,0.20014,0.20943,0.21943,0.23,0.24171,0.25414,0.26586,0.278,0.29114,0.30429,0.31714,0.33043,0.343,0.35186,0.36,0.36786,0.37543,0.38257,0.39086,0.39943,0.40557,0.41214,-1.0,-1.0,-1.0
