Country,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20
Madagascar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08086,0.10443,0.12129,0.13486,0.15571,0.18129,0.20614,0.22086,0.23857,0.25657,0.27086,0.28986,0.318,0.34771,0.37371,0.40714,0.43886,0.469,0.501,0.53229,0.562,0.58286,0.59314,0.59643,0.59157,0.58014,0.55314,0.52514,0.50586,0.48571,0.46771,0.454,0.45143,0.44386,0.43643,0.41929,0.39529,0.37057,0.35057,0.33386,0.31271,0.29814,0.285,0.27057,0.25714,0.24257,0.23171,0.22229,0.21543,0.20814,0.20057,0.19486,0.19086,0.188,0.18429,0.18257,0.181,0.18243,0.18429,0.188,-1.0,-1.0,-1.0
Malawi,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13086,0.123,0.11514,0.10686,0.09886,0.10014,0.11486,0.12457,0.142,0.159,0.17614,0.18771,0.19143,0.19429,0.20614,0.21886,0.22157,0.22586,0.25457,0.28486,0.29271,0.30057,0.31929,0.33629,0.33129,0.32629,0.327,0.32686,0.326,0.322,0.31557,0.31729,0.30886,0.30686,0.30557,0.28286,0.25614,0.22086,0.19529,0.16086,0.12529,0.119,0.11557,0.11314,0.11114,0.11129,0.11229,0.10986,-1.0,-1.0,-1.0
Malaysia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.096,0.10971,0.14629,0.18371,0.20529,0.26586,0.34071,0.41557,0.46757,0.51957,0.57157,0.604,0.62343,0.64286,0.65729,0.67171,0.67714,0.649,0.62086,0.59129,0.54229,0.49329,0.42829,0.37486,0.32071,0.26271,0.22643,0.18843,0.17543,0.159,0.14543,0.13014,0.11414,0.09971,0.08571,0.07871,0.06971,0.06943,0.074,0.07671,0.082,0.086,0.08914,0.09257,0.09714,0.10643,0.11629,0.12814,0.14471,0.16271,0.17843,0.19357,0.20671,0.22571,0.24157,0.258,0.27686,0.29943,0.32314,0.34071,0.36057,0.38,0.40029,0.41643,0.43429,0.45357,0.47086,0.48657,0.49929,0.51214,0.52171,0.53014,0.539,0.54771,0.55757,0.56686,0.57471,0.582,0.58743,0.592,0.595,0.59743,0.60143,0.60657,0.61314,0.61943,0.62614,0.63314,0.63957,0.64586,0.65157,0.65743,0.66386,0.67057,0.67743,0.68229,0.68657,0.69071,0.69471,0.69743,0.69957,0.70129,0.70086,0.698,0.69471,0.693,0.69057,0.68986,0.69086,0.69386,0.69714,0.69857,0.697,0.69471,0.69271,0.69086,0.68843,0.691,-1.0,-1.0,-1.0
Maldives,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.55486,0.57014,0.58,0.59743,0.61486,0.60329,0.59171,0.58629,0.58629,0.58629,0.58629,0.58629,0.58629,0.58857,0.59086,0.60743,0.61357,0.60729,0.59114,0.55643,0.50043,0.41929,0.343,0.27814,0.21771,0.17014,0.13986,0.118,0.10114,0.08429,0.07186,0.05929,0.05057,0.04429,0.03843,0.03343,0.02971,0.02914,0.02857,0.02743,0.02786,0.02814,0.02771,0.02771,0.02929,0.032,0.03357,0.03629,0.03929,0.04214,0.04757,0.052,0.05586,0.06043,0.06671,0.07429,0.07871,0.08729,0.09586,0.10214,0.106,0.12571,0.14629,0.16486,0.19271,0.22386,0.25557,0.27529,0.29614,0.32014,0.342,0.36657,-1.0,-1.0,-1.0
Mali,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17829,0.21129,0.214,0.21357,0.20857,0.199,0.19129,0.18357,0.18071,0.17743,0.17629,0.175,0.18214,0.18929,0.20043,0.20871,0.21729,0.22529,0.23086,0.23357,0.23471,0.25471,0.26771,0.28214,0.29586,0.31086,0.33057,0.335,0.34186,0.34943,0.36586,0.38814,0.40686,0.425,0.444,0.46314,0.47386,0.48029,0.48614,0.49229,0.49557,0.499,0.49957,0.49843,0.49757,0.49514,0.49371,0.49043,0.48586,0.483,0.47971,0.47914,0.47814,0.47857,0.48186,0.48271,0.48157,0.48,0.48043,0.48371,0.48629,-1.0,-1.0,-1.0
Malta,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.045,0.04143,0.03843,0.032,0.02714,0.02214,0.019,0.01671,0.01486,0.01357,0.01271,0.012,0.01143,0.01086,0.01029,0.00986,0.00929,0.01057,0.01186,0.01271,0.019,0.02429,0.02957,0.03257,0.04614,0.06014,0.06843,0.07743,0.09929,0.124,0.14057,0.16357,0.18929,0.222,0.24671,0.28129,0.31943,0.35943,0.40757,0.45,0.49143,0.53057,0.56714,0.60486,0.63071,0.65729,0.68143,0.69629,0.70857,0.71286,0.71957,0.72657,0.73257,0.73643,0.73886,0.74,0.73886,0.73743,0.73043,0.72443,0.71857,0.71143,0.70386,0.69243,0.68643,0.68014,0.67486,0.67286,0.67257,0.67557,0.68,0.68814,0.69814,0.70814,0.71871,0.73186,0.74486,0.758,0.76986,0.78229,0.79371,0.80114,0.807,-1.0,-1.0,-1.0
Mauritania,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.295,0.28543,0.28543,0.28543,0.28543,0.27871,0.272,0.26529,0.25857,0.25186,0.24514,0.24514,0.24514,0.24514,0.24514,0.32671,0.40829,0.48986,0.57143,0.653,0.73457,0.73457,0.73457,0.73457,0.73457,0.71929,0.704,0.68871,0.67343,0.65814,0.64286,0.64286,0.64286,0.64286,0.64286,0.64286,0.64286,0.64286,0.631,0.581,0.52386,0.45114,0.369,0.278,0.195,0.14543,0.10257,0.07386,0.05386,0.04214,0.03886,0.03943,0.04029,0.04186,0.043,0.04571,0.04286,0.042,0.04057,0.045,0.04986,0.05457,0.05957,0.068,0.07614,0.07986,0.086,-1.0,-1.0,-1.0
Mauritius,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04357,0.05171,0.06614,0.08043,0.09286,0.11114,0.13657,0.17157,0.23214,0.30414,0.37929,0.45643,0.534,0.60129,0.64514,0.68186,0.713,0.73629,0.75257,0.76943,0.77986,0.78686,0.79329,0.79971,0.80614,0.81171,0.816,0.81943,0.822,0.82414,0.82586,0.82714,0.828,0.82886,0.82971,0.83057,0.83143,0.83143,0.83143,0.83143,0.83143,0.83143,0.83143,0.83143,0.83057,0.82971,0.82886,0.828,0.82714,0.82586,0.82543,0.825,0.82457,0.82414,0.82371,0.82371,0.82371,0.82371,0.82371,0.82371,0.82371,-1.0,-1.0,-1.0
Mexico,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14571,0.19871,0.24157,0.26529,0.26343,0.257,0.24729,0.17271,0.10743,0.06471,0.04614,0.035,0.02657,0.02143,0.01686,0.01343,0.01114,0.00929,0.00786,0.00671,0.00571,0.00886,0.01186,0.01443,0.01686,0.06971,0.117,0.15457,0.18757,0.21643,0.24157,0.21429,0.19,0.16929,0.18643,0.20657,0.23014,0.25571,0.28029,0.303,0.28914,0.282,0.27271,0.26029,0.24771,0.23586,0.22457,0.25286,0.29143,0.33557,0.39743,0.45686,0.51257,0.52414,0.52286,0.52114,0.50086,0.50143,0.50843,0.50886,0.52086,0.53214,0.544,0.54257,0.54743,0.55771,0.56129,0.56471,0.57229,0.57814,0.57929,0.58143,0.58286,0.58257,0.58243,0.58214,0.58214,0.58329,0.58543,0.58771,0.58957,0.59271,0.59486,0.596,0.59929,0.60314,0.60743,0.60886,0.60986,0.611,0.61071,0.61257,0.61429,-1.0,-1.0,-1.0
Moldova,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01443,0.012,0.011,0.01043,0.01,0.00971,0.00957,0.01443,0.01986,0.026,0.03114,0.03614,0.04057,0.03843,0.03657,0.03429,0.03257,0.03186,0.03186,0.03371,0.03643,0.03986,0.04486,0.05114,0.06114,0.07171,0.087,0.10457,0.12029,0.136,0.14929,0.16414,0.17543,0.18471,0.19671,0.20714,0.21657,0.22643,0.235,0.245,0.25443,0.26429,0.27386,0.28229,0.29186,0.30029,0.30843,0.31714,0.326,0.332,0.33643,0.33986,0.342,0.34086,0.34057,0.33929,0.33843,0.33743,0.34457,0.352,0.36586,0.38114,0.39943,0.41886,0.43043,0.44114,0.44714,0.454,0.45786,0.46114,0.46414,0.46971,0.47243,0.47429,0.47671,0.47929,0.48329,0.48771,0.49129,-1.0,-1.0,-1.0
Monaco,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.028,0.025,0.02171,0.02257,0.02343,0.02471,0.028,0.03129,0.03429,0.03629,0.03843,0.04071,0.04257,0.04414,0.046,0.04786,0.04986,0.05214,0.062,0.07243,0.09514,0.11929,0.14343,0.16914,0.19029,0.21143,0.23414,0.263,0.29343,0.32229,0.34586,0.38143,0.41557,0.44957,0.49543,0.54886,0.603,0.64514,0.67971,0.70671,0.72029,0.72629,0.731,0.73571,0.74029,0.74343,0.74957,0.75571,0.76314,0.77057,0.77357,0.77529,0.774,0.77714,0.78029,0.78343,0.78514,0.78814,0.79114,0.78971,0.78829,0.78686,0.78686,0.78557,0.78429,0.783,0.78171,0.78043,0.782,0.78629,0.79057,0.79486,0.79914,0.80343,-1.0,-1.0,-1.0
Mongolia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.126,0.12114,0.13886,0.15414,0.16943,0.18471,0.2,0.21671,0.21214,0.20029,0.18843,0.17571,0.163,0.15029,0.148,0.15443,0.16414,0.17386,0.18657,0.19829,0.20171,0.20529,0.20929,0.21414,0.216,0.21886,0.22171,0.22443,0.22343,0.22871,0.23643,0.24414,0.25186,0.25957,0.27057,0.27529,0.27757,0.28329,0.289,0.26657,0.24814,0.22171,0.19614,0.16957,0.14514,0.14986,0.14729,0.15457,0.163,0.171,0.17786,0.18871,0.20371,0.21343,0.21729,0.22,0.22171,0.21829,0.21071,0.20657,0.22214,0.23929,0.25971,0.28129,0.30257,0.33257,-1.0,-1.0,-1.0
Montenegro,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.009,0.01057,0.01257,0.01457,0.01471,0.03571,0.06071,0.08443,0.10771,0.13071,0.15371,0.17071,0.18957,0.21614,0.24571,0.27529,0.318,0.34586,0.38386,0.41986,0.45429,0.49414,0.52929,0.56986,0.59614,0.61943,0.641,0.66114,0.67457,0.68357,0.694,0.71,0.728,0.74429,0.76286,0.78143,0.79771,0.807,0.81457,0.82029,0.82243,0.82371,0.825,0.82629,0.82757,0.82929,0.83057,0.83186,0.83229,0.83271,0.83314,0.83314,0.83314,0.83314,0.83314,0.83314,0.83314,0.83314,0.83314,0.83314,0.83314,0.83314,-1.0,-1.0,-1.0
Morocco,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02729,0.02071,0.02,0.01886,0.01814,0.02029,0.02243,0.02471,0.02486,0.025,0.02586,0.02471,0.02586,0.028,0.02971,0.03614,0.04257,0.04929,0.054,0.059,0.06357,0.06457,0.06629,0.06914,0.07414,0.07929,0.08486,0.08971,0.09329,0.09557,0.097,0.097,0.097,0.09829,0.1,0.10257,0.10429,0.10757,0.112,0.11871,0.12757,0.14,0.15329,0.16743,0.18457,0.20229,0.22286,0.24243,0.264,0.28629,0.30643,0.324,0.33743,0.35114,0.36443,0.377,0.39043,0.404,0.41771,0.42986,0.44057,0.45114,0.46171,0.47357,0.485,0.49829,0.51143,0.52271,0.53257,0.54129,0.55314,0.56129,0.57,0.57929,0.59471,0.61757,0.64429,0.67514,0.70471,0.733,0.75343,0.76443,0.76743,-1.0,-1.0,-1.0
Mozambique,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.074,0.074,0.07329,0.07257,0.07429,0.07571,0.07071,0.06486,0.06757,0.08329,0.10243,0.12186,0.14043,0.16,0.17014,0.16529,0.15857,0.15186,0.14657,0.14114,0.13729,0.13457,0.14457,0.15586,0.16714,0.17814,0.19257,0.21314,0.22757,0.24957,0.26914,0.28271,0.29243,0.29686,0.29329,0.28786,0.282,0.28071,0.27729,0.27357,0.27414,0.266,0.26029,0.25529,0.24957,0.25514,0.25871,0.26114,0.26957,0.28,0.29514,0.29771,0.30471,0.30557,0.30457,0.29957,0.29486,0.28771,0.276,0.27371,0.26729,-1.0,-1.0,-1.0
Namibia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,0.18514,0.16986,0.16471,0.15957,0.16414,0.165,0.16586,0.17229,0.16857,0.16486,0.16114,0.16114,0.16114,0.16114,0.16114,0.16114,0.17,0.17886,0.20557,0.23229,0.259,0.28571,0.30357,0.33043,0.33943,0.34843,0.36629,0.38414,0.402,0.41086,0.41971,0.42857,0.42857,0.42857,0.42857,0.42857,0.42857,0.43743,0.44629,0.46414,0.491,0.51786,0.54471,0.56271,0.58957,0.61629,0.634,0.65171,0.66943,0.68714,0.705,0.70014,0.68943,0.67343,0.65271,0.632,0.60229,0.582,0.56757,0.55457,0.54629,0.53429,0.53043,0.531,0.53157,0.536,0.54043,0.536,0.52343,0.50571,0.488,-1.0,-1.0,-1.0
Nepal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.78571,0.71429,0.619,0.52371,0.41657,0.30229,0.25943,0.21657,0.19757,0.17857,0.16671,0.162,0.14929,0.13657,0.12386,0.11114,0.10314,0.09514,0.09514,0.09514,0.09114,0.08543,0.07843,0.07143,0.07343,0.06714,0.06457,0.07286,0.08243,0.08686,0.09129,0.11143,0.13414,0.15071,0.17629,0.207,0.227,0.23743,0.24557,0.24929,0.244,0.23043,0.21857,0.20629,0.19786,0.19029,0.195,0.20486,0.21471,0.222,0.212,0.20086,0.17757,0.15657,0.134,0.11629,0.10829,0.10143,0.09629,0.09229,0.094,0.09371,0.10057,0.11086,0.12457,0.13886,0.145,0.15214,0.15386,0.15043,0.13914,0.12771,0.11943,0.11086,0.10486,0.101,0.10286,0.10329,0.10643,-1.0,-1.0,-1.0
Netherlands,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00057,0.00057,0.00057,0.00071,0.001,0.00129,0.00143,0.00157,0.00171,0.00171,0.00171,0.00171,0.00171,0.00171,0.00171,0.00186,0.002,0.00214,0.00229,0.00243,0.00257,0.00257,0.00257,0.00257,0.00257,0.00257,0.00257,0.00257,0.00257,0.00271,0.00286,0.00286,0.00286,0.00286,0.00286,0.00271,0.00271,0.00286,0.003,0.00314,0.00329,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,-1.0,-1.0,-1.0
