Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20
Colombia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.82857,1.19214,1.238,1.32929,1.51243,1.34786,1.457,1.40714,1.49143,1.11129,1.06429,1.19614,1.203,1.03514,1.06571,1.24343,1.00314,0.95543,0.94814,0.88343,0.89271,0.98786,1.09629,1.02671,1.05071,1.10443,0.975,0.83157,0.87557,0.92914,0.863,0.958,0.91743,0.75543,0.59157,0.58271,0.60943,0.521,0.744,0.86057,0.91543,0.914,0.97286,0.93614,0.87929,1.00029,0.95043,1.01514,0.89814,1.09314,1.00429,0.97186,1.063,0.97343,1.04243,0.881,0.97486,0.91229,0.88886,0.90957,0.89729,0.88443,0.87543,0.85971,0.88,0.87486,0.88243,0.94357,0.91771,0.90629,0.91957,0.95129,0.77814,5.47571,5.48943,5.42614,5.88271,5.80857,5.96229,1.24114,1.39843,1.34629,0.70857,0.90614,0.74757,-1.0,-1.0,-1.0
Comoros,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Congo (Brazzaville),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,0.0,0.0,0.0,0.09886,0.09886,0.09886,0.09886,0.09886,0.09886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05443,0.05443,0.05443,0.05443,0.05443,0.05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571,0.28571,0.28571,0.28571,-1.0,-1.0,-1.0
Congo (Kinshasa),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.201,0.82,0.90571,0.72714,0.52714,0.40471,0.19043,0.29457,0.24414,0.56886,0.56886,0.56886,0.56886,0.41714,0.71243,0.38771,0.38771,0.38771,0.42043,0.61686,0.24214,1.09929,1.40886,1.55171,1.73871,1.68514,1.815,0.99357,1.19829,1.12686,1.19286,1.18486,1.22686,1.36,0.93914,0.96857,0.921,1.36471,1.23629,1.38,1.28657,1.18571,1.35829,1.35114,1.39714,1.24471,1.24471,1.24471,0.92129,0.68757,0.70786,0.70343,0.813,1.21357,1.12629,0.78857,0.82243,0.82686,0.863,0.61357,0.71743,0.92457,0.96014,0.897,0.944,0.90671,1.01971,0.92243,0.842,0.91671,0.87371,0.94414,0.85329,0.85843,0.88243,0.88371,0.82714,0.88571,-1.0,-1.0,-1.0
Costa Rica,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.81343,1.95629,2.06343,1.95629,2.242,1.96386,2.11629,1.06014,1.15471,1.05357,0.93243,0.96057,0.913,0.96914,0.85229,0.85943,0.83071,0.88743,0.84214,0.83529,0.88614,0.90871,0.85471,0.79529,0.85786,1.0,0.93771,0.93771,0.97529,0.93429,0.815,0.72729,0.93957,0.85929,0.84643,0.83057,0.83729,1.14686,1.106,1.103,1.00914,1.74729,1.73771,1.38057,1.70714,1.79043,1.869,1.15471,1.29757,1.26186,0.76186,1.238,1.19686,1.14929,1.24457,1.26243,1.43586,0.924,0.90557,1.33414,1.24329,1.24214,1.10714,1.14286,1.13814,1.37614,1.31529,1.24857,1.32914,1.31129,1.51329,1.00143,0.90143,1.64429,1.53543,1.60686,1.52429,1.32571,1.73614,1.04329,1.31543,1.22071,1.18971,1.28529,1.06529,1.02043,0.86314,-1.0,-1.0,-1.0
Cote d'Ivoire,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.052,0.64429,0.97086,1.01543,1.01543,1.01543,0.39871,0.90171,0.718,0.72543,1.58257,1.74329,1.82129,1.851,1.768,1.90829,1.296,1.13529,1.05057,0.56286,0.68414,0.52486,0.28,0.28,0.58357,0.99257,0.86957,0.83657,0.83657,0.91114,0.81386,0.53957,0.48143,0.48143,0.50886,0.62814,0.83543,0.731,0.955,1.02643,1.17629,1.11729,0.83814,0.97414,0.90129,0.91043,1.03271,0.97043,0.96586,1.33843,1.24914,1.32186,1.13371,1.19786,1.22386,0.64886,1.07271,1.24714,1.26386,1.20871,1.14214,1.16957,1.35529,1.19171,1.27257,1.34471,1.43857,1.44571,0.87343,1.20514,1.08457,1.09914,1.16843,1.263,1.27043,0.98086,1.00386,0.95029,-1.0,-1.0,-1.0
Croatia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21429,0.28571,0.28571,0.21429,0.21429,0.21429,0.21429,0.14286,0.5,0.5,0.35714,0.42314,0.685,0.78886,0.57457,0.86029,1.07457,1.14543,1.368,1.352,1.39071,1.26186,1.17557,1.16486,0.92571,0.94929,0.88043,0.92,0.93486,0.98686,0.813,0.904,0.89,0.86371,0.82286,0.859,0.93286,0.88029,0.978,0.87114,1.01086,0.90486,0.91386,0.86186,0.85843,0.86086,0.731,0.93229,0.81457,1.10243,1.13171,1.17143,1.18857,0.91471,1.16386,0.87,0.77471,0.93714,0.94143,0.99757,0.75943,1.04857,1.01086,1.05729,1.01486,1.04543,1.855,1.53357,1.549,1.35157,1.43529,1.39071,0.724,0.68229,0.86329,0.88929,0.85757,1.06543,0.94643,1.14286,1.14286,1.0,0.85714,0.57143,0.5,0.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Cuba,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.57143,0.75,0.89286,1.29286,1.34386,1.28671,1.16171,1.14186,1.18471,1.21329,1.23557,1.22843,1.14143,1.21486,1.14457,0.96086,0.963,0.98214,1.04243,1.02929,1.10329,0.99429,1.03957,0.96229,0.95329,0.90043,0.81129,0.84686,0.869,0.88729,0.90986,0.85486,0.90614,0.87214,0.87786,0.82271,0.83043,0.86786,0.80414,0.756,0.95029,0.91314,0.91971,0.92243,1.12829,1.11243,0.841,0.87957,0.869,0.924,0.69629,0.77757,0.838,0.91257,0.93771,0.77229,1.18243,1.09914,1.28157,1.14414,1.09629,1.15071,0.98414,1.00057,0.82914,1.032,0.99871,0.98914,1.06057,1.071,1.045,1.12629,1.16086,1.218,1.10843,1.044,1.16529,0.93043,0.96729,1.23257,1.02543,1.063,0.90429,-1.0,-1.0,-1.0
Cyprus,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.64286,0.47957,0.51257,1.36971,1.15543,1.15543,1.24786,1.25529,1.27671,0.56243,0.81243,0.97571,1.035,1.05643,1.06729,1.21014,1.219,1.14443,1.15143,0.96443,0.99443,0.84443,0.80357,0.87243,0.88343,0.89286,0.89429,0.87429,0.9,0.905,0.82186,0.84814,0.85857,0.84757,0.68171,0.63814,0.89443,0.823,0.83486,0.98729,1.00471,1.05243,0.81157,1.16871,1.10686,1.01643,1.064,1.04014,1.10143,0.70857,0.93714,0.949,0.97757,0.88229,0.79043,1.61186,1.39757,1.31429,1.28571,1.381,1.52386,0.85714,0.85714,0.83329,0.83329,1.26186,1.08329,1.46429,1.39286,1.32143,1.21429,0.78571,0.75,0.17857,0.25,0.53571,0.5,0.35714,0.44286,0.72857,0.65714,0.37143,0.37143,0.37143,0.5,0.26186,-1.0,-1.0,-1.0
Czechia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.14286,2.66671,2.461,4.67529,3.10686,3.29729,3.39771,2.99457,3.08514,1.33014,1.27057,1.24657,1.25643,1.07786,1.17329,0.92529,0.98786,1.008,1.03971,0.98257,0.92929,0.93243,0.87657,0.94,0.89314,1.05129,0.95314,1.00671,1.03229,0.99843,1.02771,0.88471,0.92829,0.86729,0.80943,0.70257,0.86657,1.07129,1.061,0.90029,1.19043,1.23829,1.07329,0.88429,0.88729,1.04057,0.821,0.75786,0.747,0.84629,0.94843,0.92114,0.86614,0.81886,0.91257,0.91586,1.02371,0.97229,1.00043,1.069,0.91857,0.932,0.913,0.88957,0.93757,1.06629,1.10629,1.01129,0.79914,1.47071,1.39686,1.32614,1.294,1.42214,1.55029,0.878,0.90271,0.87529,0.91871,0.87757,0.83929,0.80543,0.86186,0.84386,0.99729,0.95357,0.91357,0.91614,0.91157,1.013,0.914,0.85529,-1.0,-1.0,-1.0
Denmark,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35714,0.35714,0.96157,1.05114,1.20071,1.338,1.49243,1.51686,1.08657,0.85229,0.92929,0.93329,0.95,1.07243,1.00414,0.95357,0.81514,1.03343,1.00314,1.016,1.06714,1.03929,1.12157,0.89986,0.97143,0.938,0.942,0.99629,0.94957,0.94086,0.882,0.93357,0.89357,0.80586,0.795,0.80329,0.79343,0.73114,0.80157,0.82686,0.88043,0.883,0.86371,0.869,0.80843,0.87886,0.88471,0.852,0.84757,0.97171,0.91986,0.85871,0.86414,0.90343,0.91986,0.82057,0.83114,0.86857,0.87186,0.872,0.84629,0.87757,0.921,0.85529,0.82986,0.79229,0.81429,0.77643,0.72986,0.86529,0.83243,0.87043,0.82257,0.94829,0.99914,0.884,0.86671,0.89514,0.98457,0.77329,0.853,0.91057,0.89143,1.07743,0.97371,1.04871,0.95071,0.93271,0.99743,0.79029,0.94829,0.92914,0.88014,0.79671,1.04371,-1.0,-1.0,-1.0
Diamond Princess,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.37186,0.57386,0.70086,0.82914,0.85271,0.63014,0.48086,0.27886,0.15186,0.02357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Djibouti,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83843,0.56857,1.85429,2.34629,2.31057,1.97729,1.79357,1.77771,0.84443,0.45671,0.90114,1.01171,1.17,1.47957,1.25629,1.152,0.70757,0.597,0.43871,0.171,0.101,0.25571,0.35457,0.59271,0.707,1.10557,1.06571,1.25386,1.25029,1.28,1.16571,0.72529,0.84886,0.64886,0.875,0.63886,4.496,4.55157,4.52443,4.62529,4.363,4.52171,0.88771,0.95786,1.29671,1.29171,1.35471,1.46429,1.39014,1.40986,0.95529,0.71657,0.59443,0.29443,0.14543,0.13543,0.13543,0.13543,0.217,0.409,0.54857,0.51929,0.62829,0.71114,0.72486,0.65086,0.77814,0.77857,-1.0,-1.0,-1.0
Dominica,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11429,0.11429,0.11429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Dominican Republic,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.10471,1.09271,0.98329,1.05986,0.88014,1.417,1.36571,1.30571,1.25443,1.10957,1.06671,0.40543,0.50557,0.60014,0.65871,0.82143,0.89471,1.06229,0.97943,0.89143,1.06586,0.96457,1.26714,1.13386,1.23229,1.26486,0.91143,1.30714,1.06686,1.10757,0.99443,1.04557,1.11329,0.76729,0.90586,0.97843,0.99686,0.95929,1.03657,1.03214,0.88257,0.87957,0.86429,0.87257,0.94457,0.96914,0.93271,0.87443,0.90757,0.828,1.05343,1.04857,1.039,1.19443,1.20857,1.22157,0.84014,0.97714,1.08486,0.922,0.85143,0.87886,1.12086,0.96486,0.97029,0.96157,1.00186,1.01029,0.75657,0.87771,0.82443,0.90729,0.94329,0.95343,1.04943,0.89929,-1.0,-1.0,-1.0
Ecuador,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28571,0.14286,0.14286,0.14286,0.14286,0.0,0.0,0.33329,0.69386,0.931,1.20371,1.32186,1.61271,1.37629,1.09086,0.98243,1.07071,1.07186,0.95071,0.91714,0.89571,1.81214,1.71214,1.70957,1.61043,1.61471,1.82757,0.86214,0.60114,0.48443,0.51857,1.06014,0.79986,1.03114,1.07414,1.242,1.62957,1.226,1.30729,1.35943,1.42786,1.47143,1.03757,1.07114,1.08886,5.67471,5.56329,5.35186,5.29343,5.33343,5.28671,0.42643,1.19971,1.31471,1.57743,1.45971,1.40114,1.31243,0.53914,0.55771,0.27057,0.38471,0.37014,-2.22986,-2.21929,-2.31871,6.32171,6.238,6.29871,9.03514,9.22786,9.37029,0.84614,0.81929,0.89086,0.91986,0.88843,0.71186,0.62,0.52529,0.44643,0.281,0.10914,0.10914,0.10914,0.09871,0.05986,0.05986,0.33029,0.37886,0.47286,0.71143,-1.0,-1.0,-1.0
Egypt,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.15614,1.42143,1.74014,1.71986,7.33886,7.46743,6.46743,6.20214,5.95243,5.99186,0.80143,0.806,0.93786,1.15214,1.18629,1.29214,0.90771,0.85671,0.92829,0.87814,0.95757,0.98543,1.04529,1.02857,0.99829,1.04086,0.981,0.92571,0.907,0.90343,0.94829,0.86571,0.88471,0.94486,0.90271,0.96,0.88743,0.92029,0.86371,0.922,0.90229,0.90114,0.95186,0.91857,0.99471,0.88886,0.93486,0.93086,0.85886,0.90514,0.934,0.91757,0.88329,0.91629,0.95143,0.92386,0.87886,0.94,0.95043,0.89529,0.84943,0.85029,0.84429,0.83257,0.835,0.88329,0.91829,0.92486,0.978,0.95757,0.96271,0.93143,0.91557,0.91343,0.85457,0.86729,0.88357,0.91586,0.94671,0.95057,0.97771,0.94729,0.90014,0.85714,0.84629,0.86186,0.86,0.86986,0.88514,0.89629,-1.0,-1.0,-1.0
El Salvador,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.48086,0.338,0.338,0.41743,0.58414,0.49843,0.61757,0.80129,1.03943,1.05529,0.96957,0.894,1.72729,1.78843,1.69314,1.71686,1.58829,1.94957,1.09243,0.96843,1.04629,0.98614,1.15957,0.94286,1.06371,0.94286,0.72214,0.81214,0.693,0.74614,0.56271,0.79286,0.90129,1.03814,1.12343,0.98586,1.111,1.07343,1.07329,0.91529,1.06143,1.085,0.96243,0.90914,1.07557,1.13457,0.85757,0.95329,1.01714,1.03971,0.88771,0.836,0.93186,0.90029,0.89943,0.83871,0.84,0.86729,0.87257,0.85571,0.90886,0.95671,0.90886,0.90257,0.82586,0.89357,0.82243,0.852,0.912,0.913,0.94814,-1.0,-1.0,-1.0
Equatorial Guinea,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.0,0.03571,0.03571,0.03571,0.084,0.084,0.084,0.04829,0.04829,0.04829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.13071,0.13071,0.13071,0.13071,0.25186,0.23443,0.23729,0.86371,0.86371,0.86371,0.74257,0.655,0.62643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
