Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20
Benin,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.19043,0.19043,0.19043,0.19043,0.19043,0.28571,0.09529,0.09529,0.09529,0.09529,0.09529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33114,0.39,0.509,0.509,0.509,0.509,0.17786,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01686,0.01686,0.01686,0.01686,0.01686,0.21329,0.20943,0.20943,0.20943,0.20943,0.20943,0.013,0.0,0.09,-1.0,-1.0,-1.0
Bhutan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.49286,0.20714,0.02857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857,0.42857,0.42857,1.14286,1.14286,1.14286,0.71429,0.71429,0.71429,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Bolivia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.19043,0.369,0.45471,0.55,0.76429,1.28814,1.33143,1.256,1.24714,1.47843,1.35343,0.94386,0.853,0.91057,0.94486,0.98557,1.10257,1.04871,1.11371,1.43514,1.33457,1.21729,1.52114,1.63214,1.53857,1.31243,1.448,1.27586,0.93243,0.89871,1.01729,0.87171,0.77186,1.91471,1.906,1.84929,1.81986,1.81829,1.859,0.84714,0.832,0.90643,1.25829,1.223,1.23629,1.22614,1.18243,1.35857,0.93886,0.99729,0.99643,1.12786,1.09786,0.96386,1.00214,1.00086,1.075,0.89514,0.92143,0.90186,1.015,0.97171,1.00714,0.97929,1.03186,1.01686,0.90114,1.00343,0.93429,0.89129,1.10086,1.00257,1.03243,0.96243,1.02357,1.07814,0.83429,0.95586,0.81929,0.853,0.97643,-1.0,-1.0,-1.0
Bosnia and Herzegovina,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05243,2.481,2.70714,2.49857,2.34914,3.50386,3.40429,2.11857,1.86857,1.93429,2.35043,1.23714,1.636,1.30629,1.42386,1.31671,1.14957,1.17314,0.87071,0.86714,0.79729,1.333,1.12543,1.22943,1.20343,1.25771,1.36243,0.783,0.95429,0.84529,1.03314,1.00143,0.96557,0.94714,0.91414,1.02671,0.83771,0.96714,0.82843,1.94414,1.80843,1.84529,1.791,2.20086,2.29971,1.18186,1.46114,1.27214,1.76143,1.14571,1.31429,1.41086,1.21914,1.24129,0.88657,0.97214,0.78043,0.83429,0.91057,0.91357,0.96671,0.94571,0.93157,0.91171,0.82471,0.85614,0.872,0.88943,0.87757,0.77557,0.91843,1.089,1.03014,1.02843,1.00914,1.19171,1.031,0.87186,0.87671,1.139,1.123,0.869,0.744,0.63171,0.45886,-1.0,-1.0,-1.0
Botswana,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571,0.03571,0.03571,0.03571,0.03571,0.03571,0.0,0.0,0.0,0.0,0.0,0.09529,0.09529,0.09529,0.09529,0.09529,0.09529,0.0,0.0,-1.0,-1.0,-1.0
Brazil,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.634,1.95614,2.24429,2.01871,1.706,1.80471,1.99414,1.82957,1.47757,1.53943,0.97771,1.07957,1.03329,0.86529,0.86571,0.87486,1.24243,1.18229,1.19343,1.15214,1.233,1.18614,0.87414,0.99329,1.00186,1.01071,0.94143,0.95771,0.95857,0.81971,0.86829,0.97814,0.96157,1.082,1.02043,0.99557,0.93371,0.855,0.92043,0.92771,0.93086,1.02329,0.97586,0.98057,1.00714,0.938,0.97043,0.87757,0.915,0.88843,0.90357,0.88814,0.95514,0.977,1.01086,0.99071,0.88871,0.89343,0.83886,0.91914,0.90186,0.972,0.97886,0.91229,1.00343,0.971,0.98514,0.93157,0.98186,1.01343,0.88057,0.821,0.85029,0.89629,0.91886,0.951,0.99071,0.95557,0.857,1.03314,0.99143,1.00014,0.966,1.021,1.01986,0.78171,0.93314,-1.0,-1.0,-1.0
Brunei,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.60643,1.36843,1.45414,1.46843,1.23029,1.202,1.28357,1.074,1.64543,1.73114,1.136,1.36671,1.36671,1.481,0.83814,0.80957,0.78571,0.5,0.35714,0.21429,0.14286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.14286,0.14286,0.14286,0.14286,0.14286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571,0.28571,0.28571,0.28571,0.28571,0.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Bulgaria,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.84329,4.91971,5.00071,2.94114,2.87643,3.06671,0.84057,0.873,0.96486,0.938,0.88843,1.12629,1.07743,1.10657,1.03371,1.06914,1.16757,0.81986,0.96,0.82414,0.933,0.93829,0.93443,0.91943,0.79914,1.11757,1.06786,1.19343,1.099,1.12157,1.091,1.00357,1.01786,0.94729,1.03614,1.20486,1.147,1.41686,1.399,1.32843,1.306,1.21343,1.31857,0.84986,0.76786,0.88871,0.91671,0.94443,0.92414,0.93086,1.00586,0.93171,0.79443,0.77971,0.88043,0.85629,0.86857,0.87943,0.93729,0.844,0.78771,0.88786,0.88157,0.89257,0.879,0.85914,0.76143,0.80314,0.87714,0.86986,0.81171,0.98629,1.084,0.90714,1.11671,1.13929,1.23429,1.22429,1.36714,1.333,1.62171,1.59229,-1.0,-1.0,-1.0
Burkina Faso,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.71429,1.71429,2.08571,2.16257,2.65243,1.00357,1.31529,1.40457,1.33786,1.28786,1.46471,1.537,1.30471,1.444,1.22857,1.40171,0.77586,0.97143,1.05529,1.06786,1.07914,1.02957,1.203,1.00786,0.84457,0.60343,0.54814,0.39771,0.18343,0.10986,0.15071,0.54357,0.60214,0.79857,0.86357,1.34186,1.36871,1.087,1.24843,1.052,0.987,0.587,0.66214,0.69386,0.619,0.76186,0.869,1.20229,1.20229,1.288,1.46357,1.34514,1.40129,0.99657,0.96086,1.16086,0.89014,1.03243,0.86914,0.79771,0.73143,1.30286,1.20757,1.04086,1.04086,1.07386,1.12829,0.12829,0.12829,0.12829,0.12829,0.09529,0.022,0.022,0.022,0.022,0.022,0.022,0.01257,0.06014,0.48871,0.48871,0.48871,0.63157,0.76186,-1.0,-1.0,-1.0
Burma,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03571,0.0,0.0,0.0,0.0,0.57143,0.96429,1.00329,2.00329,2.01014,3.58157,3.153,2.79914,3.23629,2.422,2.503,0.96729,0.96729,2.07114,1.63957,1.511,1.42314,1.38743,1.24457,0.10171,0.05714,0.0,0.0,0.0,0.21429,0.21429,0.21429,0.21429,0.22386,0.36671,0.43814,0.43814,0.43814,0.43814,0.42857,0.28571,0.0,0.0,0.5,0.54086,0.96943,0.96943,0.96943,0.96943,0.46943,0.42857,0.21429,0.21429,0.21429,0.21429,2.64286,2.64286,2.42857,2.57143,2.60714,3.03571,0.60714,0.60714,0.67857,0.67857,0.78571,-1.0,-1.0,-1.0
Burundi,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Cabo Verde,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07143,6.5,6.5,6.5,6.5,6.71429,6.92857,0.52386,1.23814,1.49529,1.59057,1.42386,2.281,2.284,1.80786,1.55071,1.45543,1.42829,4.57114,4.60614,4.47786,4.635,4.7,5.451,1.22871,1.23829,1.36657,1.40943,1.41586,1.09343,1.19886,1.18786,0.97571,0.77571,0.70429,0.25529,0.37214,0.38314,0.47957,0.69386,0.83671,0.99543,0.70971,0.63829,0.51586,0.30157,0.31114,0.27743,0.51214,0.56186,0.75829,1.083,1.12486,1.025,1.076,1.181,1.18243,-1.0,-1.0,-1.0
Cambodia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.15386,1.17429,3.38857,3.40243,3.58186,3.61757,2.61757,2.59714,0.38286,0.369,0.32143,0.21429,0.21429,0.21429,0.78571,0.78571,0.64286,0.57143,0.57143,0.85714,0.42857,0.42857,0.42857,0.71429,0.71429,0.42857,0.28571,0.28571,0.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
Cameroon,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.91729,1.00657,1.13514,0.80186,0.659,0.39371,0.21786,0.12857,0.0,0.10586,0.36657,0.76386,0.79629,1.09129,1.10329,0.99743,0.73671,0.33943,0.307,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08014,0.21114,0.37829,0.49486,0.49486,0.49486,0.41471,0.28371,0.11657,0.0,0.0,0.0,0.0,0.00171,0.00171,0.00171,6.22614,6.27771,6.27771,6.276,6.47414,6.61429,0.38986,0.33829,0.33829,0.33829,0.14014,0.38871,0.41757,0.41757,0.41757,0.41757,0.41757,0.02886,0.0,0.0,0.0,0.0,0.0,0.05443,0.05443,0.05443,0.47671,0.52571,0.739,0.75486,0.99171,-1.0,-1.0,-1.0
Canada,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.131,1.27386,1.41671,1.53571,1.10714,1.07143,1.25,1.29286,1.172,3.053,2.66871,3.81543,3.53914,4.89629,5.30557,3.28943,3.651,2.55886,2.69229,1.48314,1.134,1.53929,1.29543,1.27514,1.37743,1.15929,1.27671,0.92857,0.99343,1.04386,0.92943,1.05229,0.94829,0.90286,1.40957,1.30671,1.40771,1.30771,1.38243,1.44814,0.84243,0.91271,0.88171,0.88343,0.83686,1.02057,1.00286,1.001,0.91857,1.005,1.00429,0.873,0.86629,0.89786,0.90757,0.84457,0.85757,0.81086,0.86714,0.85829,0.89957,0.85586,0.95257,0.89471,0.85871,0.89414,0.87043,0.89014,0.77814,0.83229,0.85143,0.82414,0.82071,0.832,0.85,0.86657,0.85271,0.84886,0.85,0.842,0.85743,0.85371,0.86743,0.84386,0.85214,0.84629,0.82443,0.83371,0.826,0.83086,0.827,0.83486,0.82129,0.80914,0.80586,0.842,0.80557,0.85086,0.85429,0.81943,-1.0,-1.0,-1.0
Central African Republic,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.58114,0.82371,0.92543,1.05729,0.92343,1.10714,1.01014,1.08829,1.09214,1.03986,1.15243,0.91929,0.675,0.51229,0.60914,0.63386,0.54157,1.02371,1.02371,-1.0,-1.0,-1.0
Chad,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.102,0.102,0.102,0.102,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.12243,0.12243,0.12243,0.12243,0.12243,0.12243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.27729,1.27729,1.27729,1.27729,1.33857,1.58371,0.47186,0.69843,0.78843,0.86729,1.03814,0.89086,0.90171,0.818,0.95786,0.98329,0.81457,0.85943,0.86,0.82186,1.02057,0.91629,0.85286,0.78843,0.77829,0.86043,0.49914,0.642,0.642,0.55171,0.68271,0.853,-1.0,-1.0,-1.0
Chile,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.203,1.31786,1.31786,1.18929,1.16129,0.40286,0.49314,0.59886,0.77743,0.88386,1.07357,1.08243,1.02086,0.99286,0.94743,0.98586,0.90286,0.88986,0.96186,0.87371,0.89914,0.87929,0.90157,0.91557,0.91114,0.92171,0.859,0.88986,0.86514,0.85329,0.89014,0.89414,0.95171,0.90286,0.89057,0.87171,0.86143,0.90129,0.88457,0.93714,0.89243,0.92714,0.88671,0.86243,1.03829,1.00243,1.087,1.06443,1.01486,1.08043,0.87529,0.96371,0.88629,0.89129,0.966,0.86971,0.96014,0.97714,0.99043,0.99686,0.91586,0.99029,0.93071,0.92229,0.94329,0.94914,0.99557,0.93543,0.947,0.91486,0.86671,0.88243,0.88186,0.87714,0.89043,0.86543,0.91157,0.84771,0.89429,0.91571,0.88143,0.896,0.90857,0.92114,0.84,-1.0,-1.0,-1.0
China,-1.0,-1.0,-1.0,-1.0,1.62671,1.49157,1.47457,1.62743,1.25157,1.40486,1.03071,1.03557,1.01571,0.80129,0.86757,0.80243,0.78386,0.68971,6.32686,6.27814,6.16429,6.19071,6.20643,6.31229,0.54814,0.64757,0.74971,1.042,0.91329,2.271,2.57271,2.527,2.52986,2.19957,2.384,1.08643,0.80243,0.77529,0.76771,0.83229,0.79057,0.673,0.717,0.72914,0.69057,0.69786,0.59943,0.69357,0.95071,0.967,1.02757,0.96671,1.17186,1.17829,1.07529,1.04286,1.21571,1.166,1.12543,1.05771,1.056,1.10814,0.89714,1.00014,0.87757,0.92229,0.81986,0.80786,0.84014,0.72571,0.90086,0.90114,0.87671,0.99829,0.95543,1.00957,0.926,1.00829,0.98214,0.905,0.86571,0.888,1.79329,1.56929,1.57057,1.49771,1.84943,1.77471,0.842,0.96514,0.96514,0.91271,0.76986,1.23414,1.10771,1.40229,1.34271,1.29986,1.01414,0.54743,0.66429,0.37857,0.7,0.72857,2.72857,2.87557,2.73986,3.597,3.36229,3.45271,1.70986,1.601,1.832,0.96057,0.83814,0.71914,0.462,0.36671,0.15243,0.54771,0.63857,0.659,1.08757,1.08757,1.06371,0.58186,1.00529,1.04829,0.74471,0.72429,-0.84714,-0.81129,-1.11129,-1.09529,-1.106,-0.97843,-1.0,-1.0,-1.0
